ParentMaterialNumber,SalesWeekNumber,SalesOrderQtyEaches,Base_Sales,Sales_Variance_Pct,CustomerCt,Base_CustomerCt,CustomerCt_Variance_Pct,Sales_Per_Customer,Base_Sales_Per_Customer,OrderSize_Variance_Pct
B-D930103CS,48,26152.0,19474.0,0.34291876347951117,74.0,87.25,-0.1518624641833811,353.4054054054054,226.06451382759636,0.5632944747574273
B-D930815,46,241187.0,227681.5,0.05931751152377334,2006.0,1990.5,0.007786988193921126,120.23280159521435,114.38047679745574,0.05116541705034045
BAA227,30,3788.0,4394.0,-0.13791533909877104,94.0,98.5,-0.04568527918781726,40.297872340425535,44.3031914893617,-0.09040701164605587
BCZ290974703,17,,12.0,,,1.0,,0.0,6.0,-1.0
BEG08814,3,226.0,172.75,0.30824891461649784,44.0,40.25,0.09316770186335403,5.136363636363637,4.307141910127164,0.1925224994994396
BEG08814,21,161.0,172.75,-0.06801736613603473,49.0,40.25,0.21739130434782608,3.2857142857142856,4.307141910127164,-0.23714742762741292
BEG100418000,45,708.0,714.0,-0.008403361344537815,7.0,8.5,-0.17647058823529413,101.14285714285714,83.25,0.21492921492921488
BEG10601,46,170.0,149.5,0.13712374581939799,12.0,11.0,0.09090909090909091,14.166666666666666,13.666666666666668,0.0365853658536584
BEG10701,21,386.0,438.5,-0.11972633979475485,36.0,42.0,-0.14285714285714285,10.722222222222221,10.42002268859898,0.0290018114791527
BFFPP010CS,44,540.0,651.25,-0.1708253358925144,28.0,33.5,-0.16417910447761194,19.285714285714285,19.566628125451658,-0.014356783291239078
BFFPP010CS,52,450.0,651.25,-0.30902111324376197,23.0,33.5,-0.31343283582089554,19.565217391304348,19.566628125451658,-7.209899111206227e-05
BHD696,11,19356.0,17213.5,0.12446626194556598,74.0,62.0,0.1935483870967742,261.56756756756755,277.844262295082,-0.058582079734394235
BHD697,47,3060.0,3225.5,-0.05130987443807162,13.0,18.5,-0.2972972972972973,235.3846153846154,172.75730994152048,0.36251609534956686
BHL2B0944CS,1,456.0,875.0,-0.47885714285714287,7.0,10.5,-0.3333333333333333,65.14285714285714,82.42727272727272,-0.20969292095353637
BHL2B0944CS,45,936.0,875.0,0.06971428571428571,10.0,10.5,-0.047619047619047616,93.6,82.42727272727272,0.13554648726149773
BHL2C1103,34,627.0,824.0,-0.23907766990291263,9.0,11.5,-0.21739130434782608,69.66666666666667,72.83461538461539,-0.04349509778035944
BHL2C4040,9,7859.0,8529.5,-0.07860953162553491,190.0,220.0,-0.13636363636363635,41.363157894736844,38.90184640267579,0.06326978587555579
BHL2C4040,48,6188.0,8529.5,-0.2745178498153467,180.0,220.0,-0.18181818181818182,34.37777777777778,38.90184640267579,-0.11629444469213748
BHL2C4041,10,5200.0,3615.25,0.43835142797870136,233.0,192.5,0.21038961038961038,22.317596566523605,18.667503075670304,0.1955319614014439
BHL2C7462,34,46908.0,61359.5,-0.23552180183997587,151.0,192.0,-0.21354166666666666,310.64900662251654,320.17336246912237,-0.029747496085107208
BHL2C7564,7,30.0,376.25,-0.920265780730897,4.0,7.75,-0.4838709677419355,7.5,45.24440836940837,-0.8342336595770128
BHL2C7564,51,1143.0,376.25,2.037873754152824,12.0,7.75,0.5483870967741935,95.25,45.24440836940837,1.1052325233719378
BHL2C8419,11,24191.0,33999.5,-0.2884895366108325,57.0,58.0,-0.017241379310344827,424.4035087719298,578.6131221719456,-0.2665159283307605
BHL2C8541,9,177661.0,156019.625,0.13870931301110356,220.0,250.875,-0.12306925759840558,807.55,626.3975997455723,0.2891971494271489
BHL2C8541,33,158146.0,156019.625,0.013628894441965234,250.0,250.875,-0.003487792725460887,632.584,626.3975997455723,0.009876155746670221
BHL2C8541,41,166539.0,156019.625,0.0674234090743392,275.0,250.875,0.09616342800199303,605.5963636363637,626.3975997455723,-0.03320772001306771
BHL2C8541,50,182449.0,156019.625,0.16939776005742868,288.0,250.875,0.14798206278026907,633.5034722222222,626.3975997455723,0.011344028903584765
BHL2C9218,15,4372.0,4393.5,-0.0048935928075566175,41.0,47.5,-0.1368421052631579,106.63414634146342,92.28609625668449,0.15547358341901554
BHL2H5660,50,6250.0,2602.0,1.4019984627209838,37.0,26.0,0.4230769230769231,168.9189189189189,96.8375,0.7443543969941283
BHL2H8603,41,3511.0,4713.0,-0.25503925312964143,42.0,46.5,-0.0967741935483871,83.5952380952381,101.08511131725417,-0.17302125895795234
BHL2N3350,40,130.0,230.0,-0.43478260869565216,1.0,2.0,-0.5,130.0,100.0,0.3
BHL2R8858,51,1434.0,1096.0,0.3083941605839416,13.0,13.5,-0.037037037037037035,110.3076923076923,82.71666666666667,0.33356065655078343
BHL4C8723,52,5617.0,5920.0,-0.05118243243243243,52.0,61.0,-0.14754098360655737,108.01923076923077,96.97795698924732,0.11385343765498881
BHL7N8301,17,117247.0,104873.5,0.11798500097736797,136.0,133.5,0.018726591760299626,862.1102941176471,786.1207448601281,0.09666396638730043
BHLH3842907EN,39,0.0,0.0,0.0,2.0,2.5,-0.2,0.0,0.0,0.0
BHLH93813501,10,215.0,227.5,-0.054945054945054944,4.0,4.0,0.0,53.75,55.83333333333333,-0.037313432835820816
BHLH938331,23,,,0.0,,,0.0,0.0,0.0,0.0
BHLH93862,20,20.0,60.0,-0.6666666666666666,1.0,1.0,0.0,20.0,60.0,-0.6666666666666666
BICGSM609BK,50,180.0,180.0,0.0,2.0,3.0,-0.3333333333333333,90.0,36.0,1.5
BIE112425,50,,25.0,,,1.0,,0.0,12.5,-1.0
BIE1997025,42,,25.0,,,2.0,,0.0,6.25,-1.0
BIETHT70505,17,5.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0
BIHAM89569,40,,,0.0,,,0.0,0.0,0.0,0.0
BIHKC20059CS,40,1475.0,1278.0,0.1541471048513302,1.0,1.0,0.0,1475.0,1278.0,0.1541471048513302
BMG2112346,51,2150.0,2487.5,-0.135678391959799,3.0,4.5,-0.3333333333333333,716.6666666666666,545.625,0.31347842688048866
BMG2112348,51,280.0,220.0,0.2727272727272727,1.0,2.0,-0.5,280.0,110.0,1.5454545454545454
BMG2112349,10,600.0,240.0,1.5,6.0,2.5,1.4,100.0,86.66666666666667,0.15384615384615377
BMG2112531,1,1360.0,1280.0,0.0625,4.0,4.0,0.0,340.0,320.0,0.0625
BMG2112531,51,360.0,1280.0,-0.71875,2.0,4.0,-0.5,180.0,320.0,-0.4375
BMG331640,45,156.0,102.0,0.5294117647058824,7.0,5.5,0.2727272727272727,22.285714285714285,17.785714285714285,0.2530120481927711
BMG331641,38,290.0,345.0,-0.15942028985507245,20.0,13.5,0.48148148148148145,14.5,26.470588235294116,-0.4522222222222222
BMG332192,51,100.0,100.0,0.0,4.0,4.0,0.0,25.0,25.0,0.0
BMG333196,15,747.0,854.0,-0.1252927400468384,24.0,30.0,-0.2,31.125,28.517176987491226,0.09144744634620285
BMG333196,39,928.0,854.0,0.08665105386416862,37.0,30.0,0.23333333333333334,25.08108108108108,28.517176987491226,-0.12049214786994358
BMG354218,41,1488.0,1568.3333333333333,-0.051222104144527054,17.0,18.0,-0.05555555555555555,87.52941176470588,87.78783068783069,-0.0029436759184052834
BMG3632M3705,48,,30.0,,,2.5,,0.0,12.0,-1.0
BMG363419,52,1507.0,1635.0,-0.0782874617737003,11.0,13.5,-0.18518518518518517,137.0,120.82967032967032,0.13382747487608576
BMG412005,39,4932.0,2817.75,0.7503327122704285,17.0,18.0,-0.05555555555555555,290.11764705882354,158.4767801857585,0.8306634367429867
BMG412005,40,4808.0,2817.75,0.7063259693017478,18.0,18.0,0.0,267.1111111111111,158.4767801857585,0.685490522952428
BMG413500,39,1500.0,1175.0,0.2765957446808511,5.0,6.0,-0.16666666666666666,300.0,141.66666666666666,1.1176470588235297
BMG415019,43,54377.0,50956.0,0.06713635293194128,59.0,65.5,-0.09923664122137404,921.6440677966102,777.607492997199,0.18523043578739035
BMG415030,23,4460.0,3264.5,0.36621228365752795,23.0,17.5,0.3142857142857143,193.91304347826087,181.98809523809524,0.06552597973270839
BMG415072,41,2300.0,2750.0,-0.16363636363636364,9.0,15.0,-0.4,255.55555555555554,184.82142857142856,0.3827160493827161
BMG4630M4705,53,120.0,156.0,-0.23076923076923078,4.0,4.5,-0.1111111111111111,30.0,32.1,-0.06542056074766359
BMGS97005MGP,26,4750.0,4750.0,0.0,14.0,8.0,0.75,339.2857142857143,670.4545454545455,-0.4939467312348669
BMGS97005MGP,40,4500.0,4750.0,-0.05263157894736842,12.0,8.0,0.5,375.0,670.4545454545455,-0.44067796610169496
BMGS97006MGP,53,2500.0,3125.0,-0.2,4.0,6.0,-0.3333333333333333,625.0,609.375,0.02564102564102564
BND366316054,52,4.0,,0.0,2.0,,0.0,2.0,0.0,0.0
BOPD1000CS,33,18805.0,17807.5,0.05601572371191914,93.0,81.5,0.1411042944785276,202.20430107526883,217.6944032474185,-0.07115526141728387
BOPMC33150,51,10687.0,17971.5,-0.4053362268035501,32.0,33.0,-0.030303030303030304,333.96875,556.8741935483871,-0.40027971511489824
BRD010114,37,15066.0,5751.166666666667,1.6196423913988462,51.0,49.5,0.030303030303030304,295.4117647058824,104.78326973698962,1.8192646158816979
BRD010114,44,3251.0,5751.166666666667,-0.4347233894572116,43.0,49.5,-0.13131313131313133,75.6046511627907,104.78326973698962,-0.27846638731009704
BRD010114,48,553.0,5751.166666666667,-0.9038455965456285,33.0,49.5,-0.3333333333333333,16.757575757575758,104.78326973698962,-0.8400739373791448
BRD0170SI16,44,302.0,242.0,0.24793388429752067,22.0,19.0,0.15789473684210525,13.727272727272727,12.388405797101449,0.10807419066660996
BRD0172L20,24,50.0,24.0,1.0833333333333333,6.0,2.5,1.4,8.333333333333334,10.0,-0.1666666666666666
BRD086024,44,58.0,63.0,-0.07936507936507936,7.0,11.5,-0.391304347826087,8.285714285714286,5.434615384615384,0.5246183399049644
BRD086032,44,36.0,42.5,-0.15294117647058825,5.0,5.75,-0.13043478260869565,7.2,7.025,0.024911032028469723
BRD086032,51,49.0,42.5,0.15294117647058825,9.0,5.75,0.5652173913043478,5.444444444444445,7.025,-0.22499011466983
BRD120614,48,1132.0,1923.25,-0.4114129728324451,10.0,10.25,-0.024390243902439025,113.2,170.146645021645,-0.33469155394983313
BRD129416,34,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
BRD1758SI20,13,38.0,65.25,-0.41762452107279696,8.0,7.75,0.03225806451612903,4.75,8.39107142857143,-0.4339221110874655
BRD1758SI20,51,168.0,65.25,1.5747126436781609,15.0,7.75,0.9354838709677419,11.2,8.39107142857143,0.33475207490955505
BRD1865SI24,22,,,0.0,,,0.0,0.0,0.0,0.0
BRD33616,48,95.0,360.0,-0.7361111111111112,12.0,30.0,-0.6,7.916666666666667,11.828054298642535,-0.330687324662076
BRD33618,24,250.0,216.5,0.15473441108545036,28.0,22.0,0.2727272727272727,8.928571428571429,9.892721861471863,-0.09746058227467291
BRD33618,48,116.0,216.5,-0.46420323325635104,12.0,22.0,-0.45454545454545453,9.666666666666666,9.892721861471863,-0.022850657076045954
BRD70522SI,48,,16.0,,,1.3333333333333333,,0.0,9.0,-1.0
BRD70522SI,52,12.0,16.0,-0.25,1.0,1.3333333333333333,-0.24999999999999994,12.0,9.0,0.3333333333333333
BRD73018SI,50,24.0,147.0,-0.8367346938775511,3.0,3.0,0.0,8.0,24.5,-0.673469387755102
BRD902600H,5,209.0,228.5,-0.08533916849015317,116.0,117.5,-0.01276595744680851,1.8017241379310345,1.9445168767202665,-0.07343353019906644
BRDA344916,44,62.0,82.25,-0.24620060790273557,4.0,5.75,-0.30434782608695654,15.5,14.21517857142857,0.09038376986370213
BRDFOL0101,50,7315.0,6751.0,0.08354317878832765,780.0,750.5,0.03930712858094604,9.378205128205128,8.862115141632199,0.058235531622519314
BRDFOL0105,52,8058.0,11083.0,-0.2729405395650997,388.0,463.0,-0.16198704103671707,20.7680412371134,23.954855275443514,-0.13303415953412018
BRUBR0231811,40,,,0.0,,,0.0,0.0,0.0,0.0
BRUBR1824215,40,,,0.0,,,0.0,0.0,0.0,0.0
BRUBR3268081,40,,,0.0,,,0.0,0.0,0.0,0.0
BRUBR4617117,40,,10.0,,,1.0,,0.0,10.0,-1.0
BXC13601,53,100.0,250.0,-0.6,1.0,2.5,-0.6,100.0,81.25,0.23076923076923078
BXT001901A,33,7225.0,8223.5,-0.12142031981516387,208.0,241.0,-0.13692946058091288,34.73557692307692,34.102994571606615,0.01854917315668749
BXT001901A,48,6567.0,8223.5,-0.201434912142032,202.0,241.0,-0.16182572614107885,32.50990099009901,34.102994571606615,-0.04671418453187617
BXT001902A,30,16130.0,20084.5,-0.19689312654036695,286.0,289.5,-0.012089810017271158,56.3986013986014,69.4135588768981,-0.18749877817643884
BXT002620,53,11481.0,12643.5,-0.09194447739945427,327.0,332.0,-0.015060240963855422,35.11009174311926,38.23552486840789,-0.08174160381072786
BXT2187G,26,600.0,425.0,0.4117647058823529,1.0,1.5,-0.3333333333333333,600.0,212.5,1.8235294117647058
BXT2D0737,1,22403.0,18174.5,0.2326611461113098,325.0,307.75,0.056051990251827784,68.93230769230769,58.690146571612665,0.174512447471872
BXT2D0737,32,17383.0,18174.5,-0.04355002888662687,293.0,307.75,-0.0479285134037368,59.32764505119454,58.690146571612665,0.010862104063822837
BXT2D0737,52,17398.0,18174.5,-0.042724696690417896,309.0,307.75,0.004061738424045491,56.3042071197411,58.690146571612665,-0.04065315204078225
BXT4872ACS,22,3500.0,6500.0,-0.46153846153846156,5.0,5.5,-0.09090909090909091,700.0,1208.3333333333333,-0.42068965517241375
BXT705M,14,21090.0,21639.0,-0.025370858172743656,64.0,58.5,0.09401709401709402,329.53125,369.5592105263158,-0.10831271251312906
BXT775659T,48,4968.0,5247.0,-0.05317324185248713,43.0,52.0,-0.17307692307692307,115.53488372093024,101.43486375513251,0.13900565785582059
BXT775659T,51,5288.0,5247.0,0.007813988946064417,48.0,52.0,-0.07692307692307693,110.16666666666667,101.43486375513251,0.08608285739519554
BXT88264986E,1,3914.0,,0.0,82.0,,0.0,47.73170731707317,,0.0
BXTAT70021,51,297450.0,240875.0,0.23487285936689153,104.0,102.5,0.014634146341463415,2860.096153846154,2368.1742323097465,0.2077220142103405
BXTAT74531,53,216700.0,213250.0,0.016178194607268465,144.0,115.0,0.25217391304347825,1504.861111111111,1911.7307545294702,-0.21282790081938133
BXTAV7405,31,64.0,104.5,-0.3875598086124402,6.0,6.0,0.0,10.666666666666666,18.271428571428572,-0.41621058118321613
BXTGHT10X50,53,26.0,23.5,0.10638297872340426,1.0,1.0,0.0,26.0,23.5,0.10638297872340426
BXTMI00677,38,2.0,14.0,-0.8571428571428571,1.0,4.0,-0.75,2.0,3.0,-0.3333333333333333
BXTN720A,15,1718.0,1744.5,-0.015190599025508742,25.0,21.0,0.19047619047619047,68.72,83.07142857142857,-0.17276010318142734
BXTPIG1260T,6,1769.0,1470.0,0.20340136054421767,96.0,85.0,0.12941176470588237,18.427083333333332,17.271466222777086,0.06690903341097083
CDH7771010E,37,143.0,94.0,0.5212765957446809,13.0,11.5,0.13043478260869565,11.0,7.520833333333333,0.46260387811634357
CFB5523,29,10167.0,8925.75,0.13906394420636922,564.0,504.75,0.11738484398216939,18.02659574468085,17.69775099298181,0.018581160500531792
CFB5523,38,11195.0,8925.75,0.2542363386830238,569.0,504.75,0.1272907379891035,19.674868189806677,17.69775099298181,0.111715731428751
CFUFN2438,51,16851.0,18921.0,-0.10940225146662438,136.0,133.0,0.022556390977443608,123.90441176470588,142.0379353233831,-0.1276667639345217
CFUHS7170S,40,,,0.0,,,0.0,0.0,0.0,0.0
CGK451502,33,140.0,226.66666666666666,-0.38235294117647056,7.0,9.333333333333334,-0.25000000000000006,20.0,23.662337662337663,-0.154774972557629
CLK105,40,0.0,24.0,-1.0,1.0,1.0,0.0,0.0,12.0,-1.0
CLL115990,26,162.0,153.0,0.058823529411764705,4.0,2.0,1.0,40.5,95.0,-0.5736842105263158
CMV96004N,20,36448.0,43904.5,-0.16983452721247252,277.0,301.5,-0.0812603648424544,131.5812274368231,145.58906815982516,-0.09621492121664312
CMV96004N,52,45365.0,43904.5,0.03326538281952875,313.0,301.5,0.03814262023217247,144.93610223642173,145.58906815982516,-0.004484992806510814
COI1802,13,724.0,887.5,-0.18422535211267604,40.0,39.5,0.012658227848101266,18.1,22.42628205128205,-0.19291124767757603
COIAA6324,13,,10.0,,,1.5,,0.0,7.5,-1.0
COV11811022,32,163193.0,153203.5,0.0652041239266727,61.0,68.0,-0.10294117647058823,2675.2950819672133,2262.5173611111113,0.18244179158624835
COV18790,31,,42.5,,,3.5,,0.0,11.625,-1.0
COV18790,52,30.0,42.5,-0.29411764705882354,2.0,3.5,-0.42857142857142855,15.0,11.625,0.2903225806451613
COV30PCF,20,4.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0
COV435SE,8,160.0,2002.0,-0.9200799200799201,1.0,8.333333333333334,-0.88,160.0,299.98830409356725,-0.4666458731334555
COV72205015,1,88.0,,0.0,17.0,,0.0,5.176470588235294,,0.0
COV86236,42,500.0,588.0,-0.14965986394557823,45.0,43.5,0.034482758620689655,11.11111111111111,13.512420718816067,-0.17771128191421162
COV86237,50,390.0,210.0,0.8571428571428571,25.0,21.0,0.19047619047619047,15.6,10.190981432360743,0.5307652264445599
COV86239,50,279.0,135.0,1.0666666666666667,20.0,17.5,0.14285714285714285,13.95,7.5493421052631575,0.847843137254902
COV86240,52,82.0,200.0,-0.59,8.0,13.5,-0.4074074074074074,10.25,14.588068181818182,-0.2973709834469328
COV90043,44,,50.0,,,1.0,,0.0,25.0,-1.0
COV9413C,27,,12.0,,,2.0,,0.0,3.0,-1.0
COVN2514,13,48.0,,0.0,2.0,,0.0,24.0,0.0,0.0
COVVLOCA206L,41,24.0,42.0,-0.42857142857142855,2.0,3.75,-0.4666666666666667,12.0,12.0,0.0
COVVLOCA206L,52,12.0,42.0,-0.7142857142857143,2.0,3.75,-0.4666666666666667,6.0,12.0,-0.5
COZ7601012N,38,50.0,38.75,0.2903225806451613,1.0,1.0,0.0,50.0,38.75,0.2903225806451613
COZ7601012N,41,100.0,38.75,1.5806451612903225,3.0,1.0,2.0,33.333333333333336,38.75,-0.13978494623655907
CPO167KS01,27,,,0.0,,,0.0,0.0,0.0,0.0
CPO1C055S01,27,,,0.0,,,0.0,0.0,0.0,0.0
CSO22953,51,12.0,24.0,-0.5,1.0,1.5,-0.3333333333333333,12.0,15.0,-0.2
DDQLYASP1201,51,168920.0,198210.0,-0.147772564451844,3.0,2.0,0.5,56306.666666666664,99105.0,-0.43184837630122935
DER89569CS,32,608.0,721.1666666666666,-0.15692165472613817,18.0,19.666666666666668,-0.08474576271186446,33.77777777777778,37.44214382839383,-0.09786742093109588
DER89569CS,37,930.0,721.1666666666666,0.2895770741853479,17.0,19.666666666666668,-0.1355932203389831,54.705882352941174,37.44214382839383,0.4610777257752955
DER89569CS,40,781.0,721.1666666666666,0.0829674139126416,13.0,19.666666666666668,-0.33898305084745767,60.07692307692308,37.44214382839383,0.6045267961222994
DERGL704,9,3.0,16.25,-0.8153846153846154,2.0,3.75,-0.4666666666666667,1.5,4.9375,-0.6962025316455697
DERGL704,27,8.0,16.25,-0.5076923076923077,2.0,3.75,-0.4666666666666667,4.0,4.9375,-0.189873417721519
DERSPD03,25,12.0,24.0,-0.5,1.0,1.5,-0.3333333333333333,12.0,15.0,-0.2
DERSPD2144,1,209.0,180.0,0.16111111111111112,11.0,2.0,4.5,19.0,45.0,-0.5777777777777777
DERSPD2144,51,180.0,180.0,0.0,2.0,2.0,0.0,90.0,45.0,1.0
DERTCC21131,20,2.0,4.0,-0.5,1.0,3.0,-0.6666666666666666,2.0,0.6666666666666666,2.0000000000000004
DERTCC23000,13,30.0,16.666666666666668,0.7999999999999998,1.0,1.6666666666666667,-0.4,30.0,7.5,3.0
DERTCC23000,32,10.0,16.666666666666668,-0.4,1.0,1.6666666666666667,-0.4,10.0,7.5,0.3333333333333333
DERTCC24001KT,40,0.0,10.0,-1.0,1.0,1.5,-0.3333333333333333,0.0,7.5,-1.0
DERTP1103,30,2136.0,1762.0,0.2122587968217934,21.0,24.0,-0.125,101.71428571428571,71.70714285714286,0.41846797489789817
DERUC20,41,40.0,50.0,-0.2,1.0,2.5,-0.6,40.0,20.0,1.0
DFTDDP2001,31,4.0,1.0,3.0,2.0,1.5,0.3333333333333333,2.0,0.5,3.0
DKLCR4014,40,,,0.0,,,0.0,0.0,0.0,0.0
DMAA50044CS2,47,121850.0,160475.0,-0.2406916965259386,422.0,520.5,-0.18924111431316043,288.74407582938386,308.74567256480054,-0.06478340755114124
DMAA60044CS,50,20750.0,18800.0,0.10372340425531915,120.0,110.0,0.09090909090909091,172.91666666666666,170.63931850136464,0.013345975507302574
DMAA69981CS,30,52300.0,54650.0,-0.043000914913083256,416.0,409.5,0.015873015873015872,125.72115384615384,133.48902967178495,-0.058191117612663074
DMAA69982CS,32,60600.0,52250.0,0.1598086124401914,450.0,398.5,0.12923462986198245,134.66666666666666,131.08602556836072,0.027315200707177176
DMAA7200CS,30,1123000.0,1177375.0,-0.04618324662915384,1067.0,1047.75,0.01837270341207349,1052.4835988753514,1125.1406506353846,-0.0645759725408576
DMAA7200CS,43,1110500.0,1177375.0,-0.056800084934706445,948.0,1047.75,-0.09520400858983537,1171.4135021097047,1125.1406506353846,0.041126281810357726
DPL12013,48,20.0,20.0,0.0,1.0,1.0,0.0,20.0,20.0,0.0
DRUGAW112402B,32,,575.0,,,1.0,,0.0,287.5,-1.0
DYALTC15JCB13,47,2.0,,0.0,1.0,,0.0,2.0,,0.0
EHOPATRPWDG6,51,4126.0,3615.5,0.14119762135251002,88.0,81.5,0.07975460122699386,46.88636363636363,43.88629426129426,0.0683600523937447
EMO65015,27,635.0,711.25,-0.10720562390158173,9.0,6.75,0.3333333333333333,70.55555555555556,106.40625,-0.33692282590961004
EMO65015,43,790.0,711.25,0.11072056239015818,7.0,6.75,0.037037037037037035,112.85714285714286,106.40625,0.06062513110971265
EMZSCRC310160,47,120090.0,132025.0,-0.09039954554061731,35.0,32.5,0.07692307692307693,3431.1428571428573,4064.124053030303,-0.1557484928186384
ENT1255ISOSAF,47,4584.0,3449.0,0.3290808930124674,16.0,16.5,-0.030303030303030304,286.5,211.93984962406014,0.351798637718178
EPR89029,11,,,0.0,,,0.0,0.0,0.0,0.0
ETHC013D,13,3456.0,4230.0,-0.1829787234042553,142.0,164.5,-0.13677811550151975,24.338028169014084,25.768491124260358,-0.05551209608464541
ETHM655G,46,1380.0,1428.0,-0.03361344537815126,46.0,55.0,-0.16363636363636364,30.0,25.61413043478261,0.17122851686823676
ETHPMW35,51,3634.0,3429.0,0.05978419364246136,214.0,193.0,0.10880829015544041,16.981308411214954,17.63511803817061,-0.037074298314335494
ETHPN120,1,3324.0,,0.0,126.0,,0.0,26.38095238095238,,0.0
ETHZ497G,4,2316.0,2004.0,0.15568862275449102,68.0,69.0,-0.014492753623188406,34.05882352941177,29.3370236321056,0.16095020260128798
EVBEN91,32,208347.0,250300.75,-0.16761336112656475,258.0,267.5,-0.03551401869158879,807.546511627907,929.642674055467,-0.13133665851948095
EVBEN91,41,277630.0,250300.75,0.10918564966345487,291.0,267.5,0.08785046728971962,954.0549828178695,929.642674055467,0.02625988397876189
FBCQ605200,3,25.0,56.25,-0.5555555555555556,1.0,2.25,-0.5555555555555556,25.0,26.5625,-0.058823529411764705
FBCQ605200,40,25.0,56.25,-0.5555555555555556,1.0,2.25,-0.5555555555555556,25.0,26.5625,-0.058823529411764705
FLX040310U,26,10114.0,13205.0,-0.2340780007572889,138.0,159.0,-0.1320754716981132,73.28985507246377,83.21911922663801,-0.11931469891111203
FPY900PT561,51,2261.0,2012.0,0.12375745526838966,124.0,111.0,0.11711711711711711,18.233870967741936,18.089460784313726,0.007983111555952811
FRN052348CS,46,104754.0,111679.0,-0.06200807671988467,936.0,929.5,0.006993006993006993,111.91666666666667,119.75101652226242,-0.06542199041909005
FSC1371161,34,2940.0,2258.0,0.3020372010628875,2.0,3.0,-0.3333333333333333,1470.0,752.6666666666667,0.9530558015943311
FSN4630M4705,51,,6.0,,,1.0,,0.0,6.0,-1.0
GCBGCB0265MY,52,,4.0,,,1.0,,0.0,4.0,-1.0
GHF1241,40,,8.0,,,1.0,,0.0,4.0,-1.0
GHF1819,25,63.0,568.0,-0.8890845070422535,9.0,6.5,0.38461538461538464,7.0,94.01190476190476,-0.9255413448144865
GHF202T,38,3.0,3.0,0.0,2.0,1.0,1.0,1.5,1.5,0.0
GMC20080003,41,438.0,293.0,0.4948805460750853,8.0,7.5,0.06666666666666667,54.75,39.285714285714285,0.3936363636363637
GMC20080004,21,1824.0,756.0,1.4126984126984128,23.0,13.0,0.7692307692307693,79.30434782608695,58.68571428571428,0.3513399094026502
GMC20080004,34,624.0,756.0,-0.1746031746031746,13.0,13.0,0.0,48.0,58.68571428571428,-0.18208373904576433
GMCG180,42,3.0,5.0,-0.4,6.0,3.0,1.0,0.5,0.8333333333333334,-0.4
GOJ192202,52,528.0,523.0,0.009560229445506692,21.0,36.5,-0.4246575342465753,25.142857142857142,14.11782945736434,0.7809293715289762
GOJ369812,50,60.0,132.0,-0.5454545454545454,8.0,13.5,-0.4074074074074074,7.5,11.285714285714285,-0.3354430379746835
GOJ430312,48,59.0,131.5,-0.5513307984790875,10.0,21.5,-0.5348837209302325,5.9,5.989035087719298,-0.014866349322592346
GOJ500904,52,3100.0,2932.0,0.0572987721691678,79.0,96.5,-0.18134715025906736,39.24050632911393,30.47840909090909,0.28748538718244127
GOJ518604,50,1712.0,2486.0,-0.31134352373290425,71.0,143.0,-0.5034965034965035,24.112676056338028,20.315320929404436,0.1869207550365248
GOJ838202,52,,111.0,,,1.5,,0.0,75.5,-1.0
GPO69150CT,40,30000.0,33930.0,-0.11582670203359859,3.0,6.0,-0.5,10000.0,4993.25,1.002703649927402
GPO69150CT,47,44400.0,33930.0,0.30857648099027407,6.0,6.0,0.0,7400.0,4993.25,0.48200070094627745
GPOCLO30577,36,16200.0,49950.0,-0.6756756756756757,3.0,6.5,-0.5384615384615384,5400.0,8043.75,-0.32867132867132864
GPOCLO30577,47,45900.0,49950.0,-0.08108108108108109,6.0,6.5,-0.07692307692307693,7650.0,8043.75,-0.04895104895104895
GRI454030,44,6750.0,6412.5,0.05263157894736842,8.0,5.75,0.391304347826087,843.75,1063.6458333333335,-0.20673783175007357
GRI454030,50,12550.0,6412.5,0.9571150097465887,14.0,5.75,1.434782608695652,896.4285714285714,1063.6458333333335,-0.1572114106635702
GRI454209,16,291521.0,315794.5,-0.07686485990097991,121.0,133.0,-0.09022556390977443,2409.2644628099174,2384.9752463350155,0.010184263552515711
GRI454209,47,320825.0,315794.5,0.015929663119528682,145.0,133.0,0.09022556390977443,2212.5862068965516,2384.9752463350155,-0.07228126988042062
GRI454247P,47,236950.0,210335.0,0.12653623980792544,83.0,78.0,0.0641025641025641,2854.8192771084337,2698.564030905803,0.05790310862113647
GRI454323,17,4050.0,4412.5,-0.0821529745042493,6.0,8.0,-0.25,675.0,582.5162337662338,0.15876598946576373
GRI454323,52,1150.0,4412.5,-0.7393767705382436,7.0,8.0,-0.125,164.28571428571428,582.5162337662338,-0.7179722988601845
GRI454331,14,21400.0,16162.5,0.32405259087393656,14.0,14.75,-0.05084745762711865,1528.5714285714287,1100.564713064713,0.38889736371326755
GRI454331,34,11500.0,16162.5,-0.288476411446249,15.0,14.75,0.01694915254237288,766.6666666666666,1100.564713064713,-0.30338792661110264
GRI456087P,7,236650.0,207751.75,0.13909991131241975,84.0,86.25,-0.02608695652173913,2817.2619047619046,2436.052762761432,0.1564864061352867
