ParentMaterialNumber,SalesWeekNumber,SalesOrderQtyEaches,Base_Sales,Sales_Variance_Pct,CustomerCt,Base_CustomerCt,CustomerCt_Variance_Pct,Sales_Per_Customer,Base_Sales_Per_Customer,OrderSize_Variance_Pct
59746-175-06,36,34.0,16.5,1.0606060606060606,18.0,10.0,0.8,1.8888888888888888,1.6458333333333335,0.14767932489451463
61570-131-25,25,26.0,27.0,-0.037037037037037035,12.0,8.5,0.4117647058823529,2.1666666666666665,3.1875,-0.32026143790849676
61703-332-18,49,3.0,2.0,0.5,3.0,2.0,0.5,1.0,1.0,0.0
63323-162-01,52,2850.0,5625.0,-0.49333333333333335,55.0,92.5,-0.40540540540540543,51.81818181818182,60.778985507246375,-0.14743259720905022
63323-162-14,52,400.0,275.0,0.45454545454545453,5.0,5.0,0.0,80.0,55.95238095238095,0.42978723404255326
63323-284-20,30,520.0,555.0,-0.06306306306306306,46.0,44.0,0.045454545454545456,11.304347826086957,12.436502513116265,-0.0910348135125025
63323-284-20,53,100.0,555.0,-0.8198198198198198,6.0,44.0,-0.8636363636363636,16.666666666666668,12.436502513116265,0.3401409800777207
63323-616-09,6,10.0,,0.0,1.0,,0.0,10.0,0.0,0.0
65862-663-30,1,,,0.0,,,0.0,0.0,,0.0
70069-752-01,52,,6.5,,,3.0,,0.0,2.0,-1.0
70069-752-10,52,,,0.0,,,0.0,0.0,0.0,0.0
70069-752-25,52,,,0.0,,,0.0,0.0,0.0,0.0
70069-753-01,42,29.0,6.0,3.8333333333333335,8.0,3.5,1.2857142857142858,3.625,2.1,0.7261904761904762
